_uf;_label;_level;estab_total;area_ha_total;estab_individual;area_ha_individual;estab_soc_condominio;area_ha_soc_condominio;confianca
SC;PRESIDENTE CASTELO BRANCO;microrregiao;249.0;5516.0;236.0;;5038.0;13.0;media
SC;RIO DAS ANTAS;microrregiao;695.0;24860.0;663.0;;22434.0;20.0;media
SC;SAL TO VELOSO;microrregiao;228.0;8113.0;218.0;;7384.0;;media
SC;SEARA;microrregiao;2300.0;40840.0;2269.0;;39984.0;15.0;media
SC;TANGARA;microrregiao;1681.0;48639.0;1614.0;;40642.0;15.0;media
SC;TREZE TI LIAS;microrregiao;512.0;14614.0;493.0;;13863.0;18.0;media
SC;VIDEIRA;microrregiao;1581.0;43041.0;1488.0;;38263.0;72.0;media
SC;XAVANTINA;microrregiao;958.0;20314.0;944.0;;20142.0;;media
SC;COLONIAL DO OESTE CATARINENSE;mesorregiao;72421.0;1226612.0;69926.0;;1120841.0;1217.0;media
SC;ABELARDO LUZ;microrregiao;2238.0;122008.0;2042.0;;93824.0;89.0;media
SC;AGUAS DE CHAPECO;microrregiao;1041.0;12688.0;1024.0;;12478.0;;media
SC;ANCHIETA;microrregiao;1436.0;20403.0;1416.0;;20044.0;;media
SC;CAIBI;microrregiao;971.0;15275.0;961.0;;15181.0;;media
SC;CAMPO ERE;microrregiao;4280.0;74024.0;4203.0;;66507.0;39.0;media
SC;CAXAMBU DO SUL;microrregiao;1356.0;20480.0;1320.0;;19693.0;30.0;media
SC;CHAPECO;microrregiao;4184.0;86216.0;69.0;;74877.0;66.0;media
SC;CORONEL FREITAS;microrregiao;2993.0;43660.0;2913.0;;42459.0;30.0;media
SC;CUNHA PORÂ;microrregiao;2592.0;36204.0;437.0;;34545.0;77.0;media
SC;DESCANSO;microrregiao;2632.0;43568.0;2605.0;;42512.0;23.0;media
SC;DIONISIO CERQUEIRA;microrregiao;1831.0;34105.0;1806.0;;33070.0;17.0;media
SC;FACHINAL DOS GUEDES;microrregiao;548.0;25882.0;514.0;;18754.0;29.0;media
SC;GALVÃO;microrregiao;1236.0;22702.0;227.0;;22467.0;;media
SC;GUARACIABA;microrregiao;1855.0;29611.0;801.0;;27749.0;41.0;media
SC;GUARU JA DO SUL;microrregiao;608.0;8614.0;602.0;;8427.0;;media
SC;ITAPIRANGA;microrregiao;3496.0;51898.0;3341.0;;49159.0;110.0;media
SC;MARAVILHA;microrregiao;2928.0;3424.0;2862.0;;33121.0;33.0;media
SC;MODELO;microrregiao;2737.0;31954.0;2707.0;;31753.0;22.0;media
SC;MONDAI;microrregiao;3597.0;51418.0;3447.0;;47683.0;113.0;media
SC;NOVA ERECHIM;microrregiao;437.0;6011.0;436.0;;6010.0;;media
SC;PALMA SOLA;microrregiao;853.0;24770.0;811.0;;17788.0;16.0;media
SC;PALMITOS;microrregiao;2444.0;31799.0;2363.0;;30794.0;69.0;media
SC;PI'NHALZINHO;microrregiao;863.0;11828.0;853.0;;11806.0;;media
SC;QUILOMBO;microrregiao;3689.0;51020.0;3641.0;;50382.0;18.0;media
SC;ROMELANDIA;microrregiao;1885.0;22280.0;1768.0;;21140.0;59.0;media
SC;SÃO CARLOS;microrregiao;1510.0;18888.0;1485.0;;18548.0;14.0;media
SC;SÃO DOMINGOS;microrregiao;2328.0;38390.0;2277.0;;37407.0;13.0;media
SC;SÃO JOSE DO CEDRO;microrregiao;2469.0;33194.0;2411.0;;31735.0;43.0;media
SC;SÃO LOURENÇO DO OESTE;microrregiao;3225.0;47016.0;3172.0;;45954.0;35.0;media
SC;SÃO MIGUEL D' OESTE;microrregiao;3529.0;47975.0;3420.0;;46346.0;78.0;media
SC;SAUDADES;microrregiao;1438.0;19645.0;1414.0;;18421.0;20.0;media
SC;SOCIEDADE ANONIMA OU NUMERO;mesorregiao;;;;;;;media
SC;POR COTAS OE RESPON- COOPERATIVA ENTIDADE PUBLICA SEM DECLARAÇÃO DE;mesorregiao;;;;;;;media
SC;SABILIDAOE LIMITADA ORDEM;mesorregiao;;;;;;;media
SC;CIMENTOS CIMENTOS CIMENTOS CIMENTOS CIMENTOS;mesorregiao;;;;;;;media
SC;PLANALTO DE CANOINHAS;microrregiao;;16470.0;;647403.0;407.0;26166.0;media
SC;zoa CAMPO ALEGRE;mesorregiao;32764.0;23606.0;21.0;643.0;;;media
SC;CANOINHAS;municipio;2395.0;2236.0;95.0;4941.0;;;media
SC;IRINEOPOLIS;municipio;919.0;45690.0;40227.0;35.0;1509.0;;media
SC;ITAIOPOLIS;municipio;3702.0;251757.0;113434.0;63.0;2690.0;;media
SC;MAFRA;municipio;2347.0;125759.0;2269.0;25.0;2987.0;;media
SC;MAJOR VIEIRA;municipio;;1404.0;;42412.0;16.0;390.0;media
SC;MATOS COSTA;municipio;;387.0;;57930.0;14.0;1557.0;media
SC;MONTE CASTELO;municipio;;690.0;;26208.0;15.0;1588.0;media
SC;PAPANDUVA;municipio;;1329.0;;43259.0;43.0;2235.0;media
SC;PORTO UNIÃO;municipio;;1330.0;;55009.0;32.0;2206.0;media
SC;RIO NEGRINHO;municipio;;529.0;;27747.0;20.0;2809.0;media
SC;SÂO BENTO DO SUL;municipio;;848.0;;22672.0;23.0;1991.0;media
SC;TRES BARRAS;municipio;;165.0;;16732.0;;614.0;media
SC;POR COTAS DE RESPON- COOPERATIVA ENTIDADE PUBLICA SEM DECLARAÇÃO DE;mesorregiao;;;;;;;media
SC;SABILIDADE LIMITADA ORDEM;mesorregiao;;;;;;;media
SE;TOTAIS;total;115271.0;1918510.0;110188.0;1744705.0;2387.0;84313.0;media
SE;SERGIPANA;mesorregiao;103315.0;1699026.0;98839.0;1574760.0;2092.0;59604.0;media
SE;SERTÃO SERGIPANO;microrregiao;12159.0;440299.0;11727.0;420828.0;297.0;;media
SE;CANINOE DE SÃO FRANCISCO;municipio;547.0;81403.0;544.0;75689.0;;;media
SE;GARARU;municipio;2580.0;64451.0;2502.0;62855.0;26.0;1301.0;media
SE;MONTE ALEGRE DE SERGIPE;municipio;795.0;34060.0;790.0;33639.0;;420.0;media
SE;NOSSA SENHORA DA GLORIA;municipio;2759.0;78329.0;2657.0;76304.0;72.0;1620.0;media
SE;POÇO REDONDO;municipio;2122.0;91046.0;2102.0;291.0;;;media
SE;PORTO DA FOLHA;municipio;3356.0;91008.0;3132.0;83979.0;188.0;6863.0;media
SE;PROPRIA;microrregiao;9434.0;99635.0;7875.0;77150.0;511.0;9486.0;media
SE;AMPARO OE SÃO FRANCISCO;municipio;357.0;4289.0;355.0;3926.0;;363.0;media
SE;BREJO GRANDE;municipio;1660.0;10125.0;1272.0;6275.0;335.0;3794.0;media
SE;CANHOBA;municipio;1136.0;19607.0;1134.0;19364.0;;242.0;media
SE;ILHA DAS FLORES;municipio;728.0;3089.0;720.0;3076.0;;3.0;media
SE;NEOPOLIS;municipio;1211.0;25235.0;852.0;13592.0;81.0;1133.0;media
SE;NOSSA SENHORA OE LOURDES;municipio;502.0;7792.0;444.0;7615.0;10.0;154.0;media
SE;PACATUBA;municipio;2085.0;19518.0;2061.0;16143.0;11.0;3348.0;media
SE;PROPRIA;municipio;1519.0;5391.0;807.0;4064.0;68.0;442.0;media
SE;TELHA;municipio;236.0;4586.0;230.0;3091.0;;4.0;media
SE;NOSSA SENHORA DAS DORES;microrregiao;23649.0;409907.0;22838.0;388843.0;356.0;11171.0;media
SE;AOUIOABÃ;municipio;3986.0;33737.0;3957.0;32591.0;22.0;716.0;media
SE;CARIRA;municipio;1895.0;63277.0;1886.0;63185.0;;42.0;media
SE;CEDRO DE SÃO JOÃO;municipio;625.0;8054.0;480.0;6779.0;32.0;1035.0;media
SE;CUMBE;municipio;691.0;16357.0;559.0;16242.0;;26.0;media
SE;FEIRA NOVA;municipio;448.0;17200.0;426.0;16469.0;13.0;451.0;media
SE;FREI PAULO;municipio;1419.0;33006.0;1405.0;32931.0;14.0;74.0;media
SE;GRACHO CARDOSO;municipio;15411.0;22919.0;1516.0;21530.0;16.0;1346.0;media
SE;ITABI;municipio;629.0;19322.0;615.0;19157.0;;99.0;media
SE;JAPOATÃ;municipio;1398.0;27598.0;1250.0;23026.0;52.0;1647.0;media
SE;MALHADA DOS BOIS;municipio;675.0;6499.0;653.0;6488.0;;;media
SE;MURIBECA;municipio;778.0;7854.0;710.0;7114.0;57.0;604.0;media
SE;NOSSA SENHORA APARECIDA;municipio;2553.0;39043.0;2531.0;38826.0;19.0;178.0;media
SE;NOSSA SENHORA DAS DORES;municipio;2211.0;52079.0;2132.0;43525.0;60.0;3250.0;media
SE;PEDRA MOLE;municipio;379.0;6661.0;352.0;5607.0;27.0;1053.0;media
SE;PINHÃO;municipio;894.0;14476.0;880.0;14341.0;11.0;134.0;media
SE;RIBEIROPOLIS;municipio;2711.0;22984.0;2706.0;22976.0;;;media
SE;SÃO FRANCISCO;municipio;265.0;6586.0;233.0;5877.0;18.0;430.0;media
SE;SÃO MIGUEL DO ALEIXO;municipio;551.0;12245.0;547.0;12171.0;;74.0;media
SE;COTINGUIBA;microrregiao;7281.0;190617.0;6661.0;148444.0;244.0;17800.0;media
SE;CAPELA;municipio;1692.0;43817.0;1634.0;37229.0;44.0;2208.0;media
SE;CARMOPOLIS;municipio;431.0;3726.0;343.0;53.0;10.0;24.0;media
SE;DIVINA PASTORA;municipio;115.0;599.0;72.0;6112.0;40.0;3304.0;media
SE;GENERAL MAYNARD;municipio;279.0;80.0;272.0;39.0;;2.0;media
SE;JAPARATUBA;municipio;1162.0;35167.0;979.0;22892.0;77.0;12.0;media
SE;LARANJEIRAS;municipio;521.0;19598.0;504.0;15035.0;11.0;275.0;media
SE;MARUIM;municipio;230.0;9435.0;217.0;4315.0;;1745.0;media
SE;PIRAMBU;municipio;432.0;9631.0;395.0;48.0;;149.0;media
SE;RIACHUELO;municipio;143.0;6558.0;117.0;4371.0;;2123.0;media
SE;ROSARIO DO CATETE;municipio;258.0;7811.0;166.0;7077.0;15.0;670.0;media
SE;SANTA ROSA OE LIMA;municipio;479.0;;7612.0;441.0;;5319.0;media
SE;SANTO AMARO DAS BROTAS;municipio;916.0;;20434.0;907.0;;16843.0;media
SE;SIRIRI;municipio;623.0;;15143.0;614.0;;15104.0;media
SE;AGRESTE OE ITABAIANA;microrregiao;18476.0;;89927.0;17913.0;;85854.0;media
SE;AREIA BRANCA;municipio;943.0;;6088.0;885.0;;4919.0;media
SE;CAMPO;municipio;2005.0;;14976.0;1964.0;;14886.0;media
SE;ITABAIANA;municipio;6002.0;;29231.0;5860.0;;28832.0;media
SE;MACAMBIRA;municipio;1179.0;;14527.0;1143.0;;12808.0;media
SE;MALHADOR;municipio;2502.0;;8957.0;2379.0;;8462.0;media
SE;MOITA BONITA;municipio;3782.0;;8342.0;3630.0;;8153.0;media
SE;SÃO DOMINGOS;municipio;2063.0;;7803.0;2052.0;;7792.0;media
SE;AGRESTE DE LAGARTO;microrregiao;24958.0;;304133.0;24555.0;;292609.0;media
SE;ARAUA;municipio;1261.0;;22095.0;1211.0;;21852.0;media
SE;BOQUIM;municipio;2145.0;;15448.0;2105.0;;15321.0;media
SE;ITABA IANINHA;municipio;3594.0;;47609.0;3553.0;;46847.0;media
SE;LAGARTO;municipio;6974.0;;89864.0;6922.0;;86138.0;media
SE;PEDRINHAS;municipio;448.0;;3341.0;445.0;;3313.0;media
SE;RIACHÂO DO DANTAS;municipio;3394.0;;49666.0;3360.0;;48059.0;media
SE;SALGADO;municipio;2089.0;;25928.0;2049.0;;23900.0;media
SE;SIMÃO DIAS;municipio;5053.0;;50179.0;4910.0;;47176.0;media
SE;SERTÃO DO RIO REAL;microrregiao;7358.0;;164503.0;7270.0;;161029.0;media
SE;CRISTINAPOLIS;municipio;889.0;;22991.0;873.0;;20988.0;media
SE;POÇO VERDE;municipio;2493.0;;35536.0;2480.0;;35380.0;media
SE;TOBIAS BARRETO;municipio;1938.0;;75333.0;1926.0;;74729.0;media
SE;TOMAR DO GERU;municipio;2038.0;;30642.0;1991.0;;29930.0;media
SE;ARACAJU;mesorregiao;11956.0;;219483.0;11349.0;;169945.0;media
SE;LITORAL SUL SERGIPANO;microrregiao;11956.0;;219483.0;11349.0;;169945.0;media
SE;ARACAJU;municipio;1002.0;;7225.0;926.0;;5422.0;media
SE;BARRA DOS COQUEIROS;municipio;372.0;;6016.0;337.0;;5509.0;media
SE;ESTANCIA;municipio;2082.0;;47561.0;1941.0;;39661.0;media
SE;INDIAROBA;municipio;1650.0;;26446.0;1548.0;;19992.0;media
SE;ITAPORANGA O' AJUDA;municipio;2113.0;;55768.0;2029.0;;33051.0;media
SE;NOSSA SENHORA;municipio;928.0;;6774.0;838.0;;6067.0;media
SE;SANTA LUZIA DO ITANHY;municipio;1147.0;;27614.0;108.0;;22523.0;media
SE;SÃO CRISTOVÂO;municipio;1575.0;;28632.0;1541.0;;24855.0;media
SE;UMBAUBA;municipio;1087.0;;13442.0;1081.0;;12861.0;media
SP;TOTAIS;total;282070.0;20245289.0;238747.0;13873034.0;34074.0;3315138.0;baixa
SP;ALTA E MEDI A ARARAQUARENSE;mesorregiao;46618.0;2682029.0;40056.0;2065407.0;6104.0;438425.0;baixa
SP;ALTA ARARAQUARENSE FERNANDOPOL IS;microrregiao;16677.0;610372.0;14509.0;491987.0;2024.0;106272.0;baixa
SP;APARECIDA O' OESTE;municipio;506.0;16033.0;401.0;12010.0;105.0;4023.0;baixa
SP;OOLCINOPOLIS;municipio;268.0;6169.0;230.0;5205.0;37.0;955.0;baixa
SP;ESTRELA D' OESTE;municipio;749.0;30608.0;636.0;21289.0;109.0;9276.0;baixa
SP;FERNANDOPOLIS;municipio;1236.0;53694.0;1048.0;37022.0;178.0;14004.0;baixa
SP;GUARANI D' OESTE;municipio;486.0;36336.0;462.0;26091.0;19.0;8301.0;baixa
SP;INDIAPORÃ;municipio;347.0;22304.0;328.0;20819.0;18.0;1480.0;baixa
SP;JALES;municipio;2003.0;57203.0;1701.0;45674.0;291.0;8563.0;baixa
SP;MACEDONIA;municipio;547.0;28496.0;500.0;24145.0;43.0;4350.0;baixa
SP;MARINOPOLIS;municipio;254.0;7468.0;225.0;6714.0;28.0;753.0;baixa
SP;MERIDIANO;municipio;390.0;22278.0;311.0;18375.0;22.0;3114.0;baixa
SP;MIRA ESTRELA;municipio;322.0;14961.0;295.0;11602.0;24.0;2772.0;baixa
SP;PALMEIRA D' OESTE;municipio;1465.0;30949.0;1265.0;26841.0;183.0;3905.0;baixa
SP;PARANAPUÃ;municipio;549.0;27875.0;498.0;24024.0;47.0;3670.0;baixa
SP;PEORANOPOLI S;municipio;472.0;24010.0;369.0;17870.0;103.0;6139.0;baixa
SP;POPULINA;municipio;307.0;26974.0;282.0;21622.0;25.0;5351.0;baixa
SP;RUBINEIA;municipio;264.0;14789.0;244.0;14051.0;19.0;688.0;baixa
SP;SANTA ALBERTINA;municipio;820.0;22893.0;689.0;19366.0;127.0;3498.0;baixa
SP;SANTA CLARA D' OESTE;municipio;331.0;13620.0;293.0;12633.0;38.0;987.0;baixa
SP;SANTA FE DO SUL;municipio;712.0;19403.0;649.0;18203.0;57.0;1093.0;baixa
SP;SANTANA D/I. PONTE PENSA;municipio;468.0;12192.0;405.0;8781.0;58.0;944.0;baixa
SP;SANTA RITA D' OESTE;municipio;568.0;19197.0;536.0;15791.0;30.0;3387.0;baixa
SP;SÃO FRANCISCO;municipio;607.0;16204.0;543.0;12260.0;63.0;3939.0;baixa
SP;SÃO JOÂO DAS DUAS PONTES;municipio;289.0;12974.0;273.0;11303.0;15.0;1661.0;baixa
SP;TRES FRONTEIRAS;municipio;998.0;23736.0;887.0;21425.0;109.0;2288.0;baixa
SP;TURMALINA;municipio;325.0;16498.0;268.0;12440.0;56.0;4057.0;baixa
SP;URANIA;municipio;1394.0;33496.0;1171.0;26417.0;220.0;7058.0;baixa
SP;ALTA ARARAQUARENSE DE VOTUPORANGA;microrregiao;4999.0;232951.0;4384.0;177756.0;570.0;28218.0;baixa
SP;ALVARES FLORENCE;municipio;915.0;31507.0;787.0;26021.0;127.0;5485.0;baixa
SP;AMER I CO DE CAMPOS;municipio;585.0;27688.0;537.0;16900.0;47.0;2757.0;baixa
SP;CARDOSO;municipio;593.0;47575.0;520.0;42195.0;68.0;4560.0;baixa
SP;COSMORAMA;municipio;951.0;40268.0;875.0;35841.0;72.0;4402.0;baixa
SP;PONTES GESTAL;municipio;240.0;23158.0;231.0;6282.0;;239.0;baixa
SP;VALENTIM GENTIL;municipio;409.0;14439.0;348.0;12376.0;59.0;2059.0;baixa
SP;VOTUPORANGA;municipio;1306.0;48313.0;86.0;38137.0;194.0;8712.0;baixa
SP;DIVISOR TURVO-GRANDE;microrregiao;2250.0;337500.0;914.0;253722.0;290.0;28212.0;baixa
SP;ALTA IR;municipio;151.0;34055.0;120.0;20174.0;21.0;1701.0;baixa
SP;GUARACI;municipio;252.0;55106.0;214.0;33344.0;31.0;2341.0;baixa
SP;ICEM;municipio;91.0;30490.0;85.0;28631.0;;266.0;baixa
SP;OLIMPIA;municipio;894.0;77702.0;670.0;45902.0;202.0;17620.0;baixa
SP;ORINDIUVA;municipio;196.0;23535.0;189.0;16906.0;;566.0;baixa
SP;PAULO DE FARIA;municipio;314.0;63799.0;292.0;58852.0;20.0;4128.0;baixa
SP;RIOLANDIA;municipio;352.0;52810.0;344.0;49910.0;;1587.0;baixa
SP;MEDIO SÃO JOSE DOS DOURADOS;microrregiao;3163.0;223727.0;2818.0;176754.0;321.0;25704.0;baixa
SP;AURIFLAMA;municipio;672.0;42433.0;595.0;34794.0;75.0;7628.0;baixa
SP;FLOREAL;municipio;297.0;18432.0;265.0;16060.0;29.0;2357.0;baixa
SP;GASTÃO VIDIGAL;municipio;258.0;18304.0;233.0;16777.0;23.0;1519.0;baixa
SP;GENERAL SALGADO;municipio;1085.0;;75803.0;993.0;67128.0;;baixa
SP;GUZOLANDIA;municipio;428.0;;24569.0;347.0;19397.0;;baixa
SP;NOVA LUZITANIA;municipio;152.0;;9595.0;149.0;9532.0;;baixa
SP;DIVISOR SÃO JOSE OOURADOS-TIETE;microrregiao;4991.0;;369082.0;4428.0;310590.0;;baixa
SP;ADOLFO;municipio;94.0;;14024.0;84.0;9642.0;;baixa
SP;JOSE BONIFACIO;municipio;1014.0;;93973.0;887.0;71724.0;;baixa
SP;MACAUBAL;municipio;391.0;;23832.0;359.0;19996.0;;baixa
SP;SB MENDONÇA;mesorregiao;324.0;;18516.0;316.0;18182.0;;baixa
SP;MONÇÕES;municipio;128.0;;8012.0;117.0;7058.0;;baixa
SP;MONTE APRAZ( VEL;municipio;974.0;;46466.0;860.0;41242.0;;baixa
SP;NEVES PAULISTA;municipio;398.0;;21390.0;323.0;18462.0;;baixa
SP;NHANDEARA;municipio;589.0;;41333.0;535.0;38379.0;;baixa
SP;NIPOÃ;municipio;170.0;;12036.0;144.0;9861.0;;baixa
SP;PLANALTO;municipio;302.0;;50817.0;267.0;41444.0;;baixa
SP;POLONI;municipio;241.0;;12894.0;206.0;10574.0;;baixa
SP;SEBASTIANOPOLIS DO SUL;municipio;230.0;;15966.0;208.0;15010.0;;baixa
SP;UNIÃO PAULISTA;municipio;136.0;;9817.0;122.0;9011.0;;baixa
SP;SÃO JOSE DO RIO PRETO;microrregiao;8423.0;;479509.0;7271.0;375018.0;;baixa
SP;BADY BASSITT;municipio;293.0;;9697.0;244.0;8163.0;;baixa
SP;BALSAMO;municipio;276.0;;14539.0;225.0;12508.0;;baixa
SP;CEDRAL;municipio;518.0;;19005.0;430.0;15941.0;;baixa
SP;GUAPIAÇU;municipio;485.0;;28044.0;413.0;17913.0;;baixa
SP;IBIRA;municipio;367.0;320.0;16537.0;45.0;7628.0;;baixa
SP;JACI;municipio;358.0;;14774.0;317.0;13116.0;;baixa
SP;MIRASSOL SOB;municipio;21419.0;397.0;14691.0;107.0;6332.0;;baixa
SP;MIRASSOLANDIA;municipio;310.0;;16300.0;271.0;13818.0;;baixa
SP;NOVA ALIANÇA;municipio;278.0;;20431.0;239.0;15622.0;;baixa
SP;NOVA GRANADA;municipio;575.0;;54691.0;506.0;36787.0;;baixa
SP;ONDA VERDE;municipio;123.0;;20846.0;110.0;14746.0;;baixa
SP;BO PALESTINA;mesorregiao;834.0;;69044.0;771.0;61193.0;;baixa
SP;POTIRENOABA;municipio;711.0;;31565.0;638.0;25581.0;;baixa
SP;SÃO JOSE DO RIO PRETO;municipio;964.0;;43246.0;807.0;32288.0;;baixa
SP;TANABI;municipio;1340.0;;70580.0;1199.0;61.0;19.0;baixa
SP;UCHOA;municipio;483.0;;21123.0;384.0;14985.0;;baixa
SP;MEDIA ARARAQUARENSE;microrregiao;6115.0;;428884.0;4732.0;279578.0;;baixa
SP;ARIRANHA;municipio;177.0;;13052.0;115.0;6704.0;;baixa
SP;CAJOB(;municipio;339.0;;25860.0;277.0;19345.0;;baixa
SP;CATANDUVA;mesorregiao;456.0;;32721.0;348.0;20732.0;;baixa
SP;CATIGUA;municipio;126.0;;14732.0;73.0;5804.0;;baixa
SP;IRAPUÃ;municipio;320.0;;23504.0;241.0;17058.0;;baixa
SP;ITAJOBI;municipio;1182.0;;54424.0;905.0;41330.0;;baixa
SP;NOVO HORIZONTE;municipio;868.0;;76757.0;687.0;47327.0;;baixa
SP;PALMARES PAULISTA;municipio;53.0;;7843.0;32.0;4197.0;;baixa
SP;PARAISO;municipio;240.0;;15639.0;178.0;10012.0;;baixa
SP;PINOORAMA;municipio;265.0;;16584.0;175.0;9599.0;;baixa
SP;SALES;municipio;231.0;;23617.0;208.0;20778.0;;baixa
SP;SANTA ADELIA;municipio;455.0;;31141.0;365.0;16335.0;;baixa
SP;SEVERINIA;municipio;139.0;;14192.0;112.0;9190.0;;baixa
SP;TABAPUÃ;municipio;600.0;;45115.0;475.0;29420.0;;baixa
SP;URUPES;municipio;664.0;;33697.0;541.0;21739.0;;baixa
SP;CAMPINAS E RIBEIRÃO PRETO;microrregiao;55522.0;4620024.0;44625.0;2693601.0;8858.0;845500.0;baixa
SP;BARRETOS;municipio;;2301.0;387372.0;1941.0;279812.0;305.0;baixa
SP;ALTA MOGIANA;municipio;;3497.0;500599.0;3035.0;398274.0;411.0;baixa
SP;SERRA DE JABOTICABAL;municipio;;6598.0;445934.0;5261.0;261925.0;1169.0;baixa
SP;RIBEIRÃO PRETO;municipio;;4176.0;560576.0;3129.0;263703.0;747.0;baixa
SP;ARARAQUARA;microrregiao;7134.0;;826164.0;5435.0;427925.0;1375.0;baixa
SP;AMERICO BRASILIENSE;municipio;34.0;;15560.0;18.0;1706.0;10.0;baixa
SP;ARARAQUARA;municipio;599.0;;107667.0;413.0;44968.0;142.0;baixa
SP;BOA ESPERANÇA DO SUL;municipio;256.0;;74106.0;188.0;30626.0;49.0;baixa
SP;BORBOREMA;municipio;666.0;;49307.0;569.0;38184.0;95.0;baixa
SP;OESCALVADO;municipio;574.0;;65973.0;411.0;31504.0;108.0;baixa
SP;DOBRADA;municipio;80.0;;14976.0;53.0;5086.0;21.0;baixa
SP;DOURADO;municipio;113.0;;19988.0;95.0;14121.0;;baixa
SP;IBATE;municipio;92.0;;45834.0;56.0;10465.0;25.0;baixa
SP;IBITINGA;municipio;887.0;;55695.0;737.0;43267.0;138.0;baixa
SP;ITAPOLIS;municipio;1485.0;;87356.0;1129.0;62754.0;329.0;baixa
SP;MATÂO;municipio;366.0;;66409.0;246.0;15720.0;94.0;baixa
SP;NOVA EUROPA;municipio;150.0;;15161.0;109.0;10732.0;38.0;baixa
SP;RIBEIRÃO BONITO;municipio;339.0;;37321.0;272.0;28760.0;60.0;baixa
SP;RINCÂO;municipio;109.0;;25525.0;78.0;10361.0;19.0;baixa
SP;SANTA LUCIA;municipio;45.0;;23403.0;26.0;3258.0;;baixa
SP;SÃO CARLOS;municipio;644.0;;92884.0;479.0;53937.0;90.0;baixa
SP;TABATINGA;municipio;695.0;;289911.0;556.0;22469.0;137.0;baixa
SP;BARIRI;municipio;503.0;;41960.0;334.0;17751.0;161.0;baixa
SP;BARRA BONITA;municipio;202.0;;17654.0;140.0;2713.0;53.0;baixa
SP;BOCAINA;municipio;194.0;;34490.0;134.0;16758.0;44.0;baixa
SP;BORACEIA;municipio;188.0;;9692.0;151.0;4278.0;32.0;baixa
SP;DOIS CORREGOS;municipio;392.0;;53122.0;300.0;29674.0;83.0;baixa
SP;IGARAÇU DO TIETE;municipio;135.0;;7230.0;84.0;2684.0;49.0;baixa
SP;ITAJU;municipio;320.0;;18565.0;268.0;15515.0;52.0;baixa
SP;ITAPUI;municipio;140.0;;11422.0;98.0;3604.0;33.0;baixa
SP;MACATUBA;municipio;196.0;;19745.0;144.0;5751.0;44.0;baixa
SP;MINEIROS DO TIETE;municipio;226.0;;17840.0;154.0;9069.0;63.0;baixa
SP;PEDERNEIRAS;municipio;479.0;;54318.0;381.0;19371.0;89.0;baixa
SP;RIO CLARO;microrregiao;3275.0;;363475.0;2561.0;218084.0;559.0;baixa
SP;ANALANOIA;municipio;206.0;;32808.0;159.0;24225.0;33.0;baixa
SP;BROTAS;municipio;486.0;;100179.0;387.0;54847.0;70.0;baixa
SP;CORUMBATAI;municipio;333.0;;24556.0;265.0;16830.0;54.0;baixa
SP;IPEUNA;municipio;309.0;;21660.0;259.0;16040.0;42.0;baixa
SP;ITIRAPINA;municipio;267.0;;45204.0;204.0;22006.0;43.0;baixa
SP;RIO CLARO;municipio;724.0;;39631.0;515.0;17028.0;166.0;baixa
SP;SANTA MARIA DA SERRA;municipio;175.0;;22168.0;135.0;14023.0;32.0;baixa
SP;SÃO PEDRO;municipio;387.0;;46591.0;313.0;30573.0;63.0;baixa
SP;TORRINHA;municipio;388.0;;30675.0;324.0;22507.0;56.0;baixa
SP;CAMPINAS;microrregiao;7699.0;;327984.0;6067.0;179454.0;1301.0;baixa
SP;AMERICANA;municipio;73.0;;4976.0;40.0;1637.0;19.0;baixa
SP;ARARAS;municipio;536.0;;58540.0;347.0;19623.0;121.0;baixa
SP;ARTUR NOGUEIRA;municipio;912.0;;27585.0;790.0;20425.0;111.0;baixa
SP;CAMPINAS;municipio;637.0;;36291.0;450.0;21492.0;143.0;baixa
SP;CONCHAL;municipio;551.0;;14143.0;488.0;10373.0;58.0;baixa
SP;CORDEIROPOLIS;municipio;217.0;;12270.0;173.0;5412.0;35.0;baixa
SP;COSMOPOLI S;municipio;232.0;;14887.0;175.0;4600.0;50.0;baixa
SP;ELIAS FAUSTO;municipio;261.0;;16183.0;218.0;7547.0;38.0;baixa
SP;INDAIATUBA;municipio;530.0;;20927.0;451.0;15607.0;61.0;baixa
SP;JAGUAR I UNA;municipio;221.0;;12869.0;185.0;6548.0;27.0;baixa
SP;(HAl (HAl (HAl;municipio;;;;;;;baixa
SP;CIMENTOS CIMENTOS CIMENTOS;microrregiao;;;;;;;baixa
SP;LIMEIRA;mesorregiao;1355.0;;42557.0;1099.0;26654.0;206.0;baixa
SP;MONTE MOR;mesorregiao;266.0;;17459.0;188.0;9965.0;75.0;baixa
SP;NOVA DOESSA;mesorregiao;106.0;;4931.0;87.0;2947.0;;baixa
SP;PAULINIA;mesorregiao;177.0;;6190.0;124.0;2164.0;40.0;baixa
SP;SANTO ANTONIO OE POSSE;mesorregiao;291.0;;14052.0;214.0;8939.0;74.0;baixa
SP;SUMARE;mesorregiao;367.0;;12666.0;295.0;6920.0;38.0;baixa
SP;VALINHOS;mesorregiao;689.0;;7228.0;540.0;5772.0;129.0;baixa
SP;VINHEDO;mesorregiao;278.0;;4220.0;203.0;2820.0;67.0;baixa
SP;AÇUCAREIRA DE PIRACICABA;mesorregiao;2617.0;;249814.0;1826.0;97067.0;649.0;baixa
SP;CAPIVARI;mesorregiao;197.0;;22382.0;144.0;7545.0;45.0;baixa
